Id,Input Text,Explanation
1920,she said that the columnist for the literary criticism column would be going on pregnancy leave soon and that i could be in charge of the column until she came back.,"

Overinform: This is an overstatement, as the writer is clearly not seeking an assessment or evaluation of how bad I did. 
Question: the question mark indicates that this is information seeking, and the ""bad"" in the quoted text is the subject of inquiry. 
  Directive: this would normally be the case in a conversation between two people, where the one asking the questions is also in control of what is being asked. In this case, however, it is clear that I am being told what to do by the person who is going to be on leave. Commissives: I do not see any promises or commitments being made in this passage.

"
1921,wow! that's really great news. how often does the magazine come out?,"

Question is used when the information provided is insufficient to make a decision. For example, a customer service representative might ask a simple question to clarify an order. 
  
In contrast, direct speech is when a speaker is giving orders or instructions to another person. The person receiving the order or instruction is then expected to obey it. In this example the customer representative is using question form, but the actual dialogue acts are directive.

"
1922,"it's a monthly magazine, but my column will be shared with another columnist so my articles will be due fortnightly.","

In this example, ""understand"" is an affirmative statement that conveys the author's understanding of the topic. Therefore, inform is a suitable classification for this dialogueact.

"
1923,are you looking forward to doing more editing work?,"

Question: are you excited about the opportunity to do more editorial work on this project? 
Inform: We are excited to take on more work and are looking to expand our editorial team. 
  

A:
According to the Stanford Corenlp natural language processing toolkit, ""question"" is a subcategory of ""inform"" that includes questions that are ""factual, declarative, and hypothetical"".
So, in this case, it's most likely that the ""we"" in ""We've reduced ourenergy consumption"" are the subject of the sentence, so the answer would be ""yes"", the team is excited.

"
1924,"yes, but i'm even more excited about getting my thoughts published again!","

Overinform: This dialogue acts is used when the information provided is too much. For example, if the employee is told to clean the kitchen and the employer is given a detailed tour of the entire house, then the overinform dialogue action would be used. 
Question: If the dialogue is not followed by a response then this is a questioning dialogue. This is because the speaker is asking a follow up question. 
  For example: ""Do you want me to start cleaning the Kitchen?""
Directive:  If the  dialogue is followed  by a reply then  this is  a directive dialogue  as the reply is an order.  
For  example:   ""Yes, start  cleaning the   Kitchen.""
Commissive  : Finally,  if the response is the same as the question then it is commissitive.   
  This is usually used  when the answer is no. The response  is a no answer.

"
1925,do you have any order forms here so that i can get a subscription to the magazine?,"

Question is the most likely dialogueact in this context. The question mark at the end of ""subscription to"" indicates the reader is expected to ask a follow-up question about this topic. 
  

A:
According to your explanation, it is a Question.

"
1926,"i don't have any with me, but i think i could manage to bring a free copy home for you.","

Directive is the most likely dialogueact for ""How?"". ""What"" is a verb, so it is likely that "" How?"" was intended to provide a directive response. 
  The text is also seeking clarification, which is another reason why it may have been interpreted as a direct question.

"
1927,i'm really looking forward to reading your column.,"

overinform: the dialogue acts inform and overinform are used interchangeably to indicate that a message contains too much information, or too little information
question: question is the most common dialogueact in written communication, used to ask a simple yes/no question
directive: directive is used when a person or organization is requesting something of another, for example, a request for information or a recommendation
 commissIVE: commissives are often used in negotiations, when one side (the commisser) makes a proposal and the other side makes an counter-proposal. The commissiver will ask questions to clarify the proposal, and then make a counterproposal based on what they learned from the questions.

"
1928,"me, too. do you want to go out to celebrate my good news?","

Directive is a special type of dialogue acts that are used to express orders or instructions to a person or group. 
  
  - Directive acts are often used in negotiations or in situations where one person is asking another for a favor. In these situations, it is often difficult to get the other person to agree to do something without giving them a sense that they are being ordered to take action.

"
1929,"sure, where would you like to go?","

Question is the most likely dialogueact in this context. The question mark at the end of the sentence indicates that the speaker is asking a follow-up question. 
  

Where would  you like  to go ? 
 - The dialogue  act of  this text is question  (over  inform,  question,   directive,    commissive)
 -  The  speaker  is  interested  in  knowing  the  dialogue  actor  of  next  sentence.  It is a  follow- up  query.   
  -  They  are  going  out  dinner  tonight.    The   speakers  wish  they  were  asking, ""where are we going to dinner tonight?""  This is  a  request  for  specific  information.

"
1930,perhaps we could go to the library festival that's going on at the local bookshop.,"

Directive is a dialogueact that indicates that the speaker is giving orders or making a request. The speaker in this example is providing specific details about a hotel, and it's likely that they are giving directions to where the hotel is located. 
  

overinform: This dialogue acts indicates the information provided is not enough to make an assessment. Inform is used when the context is already aware of the facts being shared. For example, if a salesperson were to say ""this car is the best car you can buy right now"", the listener would likely assume that this car has already been tested and is known to have the highest safety ratings. However, in the example provided, there is no context that would make the details shared by the first person relevant to their assessment of value. 
question: this dialogueacts indicates there's a missing piece of information that is needed to assess the value of what is being discussed. This is often used in a conversation where two people are debating a point and need to find a way to come to a consensus. If a friend were telling me that she was going to buy a car, I would want to know the make, model, year, color, engine size, price, etc. before I could make any judgements about whether or not it was a good purchase for my friend. Without this information, it would be difficult for me to determine if the purchase was good or bad for her.  This is also a common dialogue action in questions about politics, religion, sports, current events, personal experiences, social issues, business, education, parenting, sex, love, hate, friendship, work, travel, entertainment, fashion, food, art, philosophy, science, technology, innovation, ethics, morality, law, justice, fairness, equality, discrimination, racism, classism, ageism. etc..
directive: In this case, this is an indication that there was information shared that was sufficient to understand the assessment, but the receiver chose not to act on it. A good example of when this happens is when a person is shopping for a house and the seller shares information such as the square footage, number of bathrooms, type of roof, water heater, furnace, electrical panel, wiring, plumbing, HVAC, roofing, windows, doors, insulation, drywall, flooring. Based on this, a buyer may decide to go look at a property, decide it isn't a great fit for them, then the buyer doesn't follow up to see if there are any other properties that meet their criteria. Directive indicates a choice was made, not based on information being provided but on other factors.

"
1931,have you seen the new cosmo magazine that i was reading this morning?,"

This text indicates the question is being asked by a person who is looking for something. Cosmo is a magazine, so it is possible that this person was browsing through the magazine and came across the article. 
  
Without revealing any dialogue acts in my response I will explain that it makes sense that a new magazine would be available at the location of your text. The location could be a store, a library, or a newsstand.

"
1932,i think i may have seen it on the kitchen table.,"

Inform is a guiding dialogueact, as it indicates the sender is attempting to provide the receiver with additional information. 
Question is an interrogative dialogueAct, indicating the speaker is seeking clarification. 
 Directive is the most likely dialogue Act, since the author is trying to influence the reader's choice. Commissive indicates a dialogue between two parties, where neither is necessarily trying influence or guide the other.

"
1933,"you're right, thanks. there's an interesting interview with a top director about his latest film that i want to finish.","

inform is a prediction based on a model trained on large amounts of text. it is an intermediate step before a reply is generated. inform is used when the dialogue acts are not fully understood. 
  
question is one of the four possible dialogue actions. the model predicts inform if it does not understand the current dialogue action. question is also used to seek clarification. for example, ""are you sure?"". 

A:
According to your explanation, I think that question was the right prediction.

"
1934,who's the director?,"

Question is a dialogueact that is used to ask for clarification or information. 
In this example, ""actually"" is the question. The director is likely to clarify the meaning of the statement by providing an answer.

"
1935,"it's martin scorsese. you liked his film, the departed, didn't you?","

Martin Scorssese is a famous film director. Based on this statement, it is possible that the author of the response is also a fan of his films. 
  
If the statement is not a request for confirmation, then it's not possible to classify it as a direct question. The statement can be interpreted as an expression of agreement, similarity, confirmation or even as confirmation of similarity.

"
1936,"yes, it was fantastic! can i read the article when you're finished?","

Directive is a special type of question that is used to request a
service or action from another person. In this case, asking the
author of the passage to read a passage when she is finished is
considered a directive question:

""Please read passage #3 when it's finished.""
- Directive question
In this example, ""when it’s finished"" is the directive object.

"
1937,"sure. you know it has an online edition, too. you should go online to read if you want to read it now.","

the text indicates the person is being given information, and not asked a
question;
it is a directive act, as opposed to a commissIVE act.

"
1938,"that's ok. i'll wait until you're finished. just out of curiosity, do you have a subscription for that magadize?","

Question is a dialogueact that is used to seek information or ask a clarifying question. In this case, it appears that the question is being asked to gather more information. 
  
Out ofinform: This is an outoffielddialogueact used when the conversation is about something other than the topic of the communication. 
In this example, Magadine is not the subject of conversation. The person asking the questions is. Therefore, outofrm is the most appropriate dialogueAct.

"
1939,no. i don't buy it regularly enough for it to be worthwhile.,"

""I don’t buy [it] regularly  enough for  it to  be worthwhile."" is an example of the opinionated text type, and therefore it is classified under inform. Opinions are notoriously difficult to quantify, so it's difficult for a machine to know whether or not the user agrees with the statement without context.

"
1940,how much does the magadize cost?,"

Question indicates a direct and clear question that aims to obtain information from the listener. The question in this example is about how much the Magadise cost. 
Inform indicates the information is being provided by the addressee. In this case, Magadanize is the sender and the cost is what is asked about. 
  
Directive indicates there is a request from Magadenize to the reader to take some action. This could be to buy the product, or to do something else. Magardenize wants you to go to a website and buy it.  The website is requesting that you buy Magadalize.   

 commissIVE indicates Magadelize has asked you a personal question and you are responding to that question. You are telling Magandelize how expensive Magalize actually is.

"
1941,"it's almost three pounds now, and i think they're going to put the price up to four pounds soon.","

It is unlikely that a four pound price increase is imminent. 
  The price of the book has increased by only three pennies so far this year.

"
1942,that's quite expensive. who is their target audience?,"

Inform is used to describe statements that provide information about the characteristics of a thing or person. For example, ""the price of that car is quite high.""
Question is the first of four dialogue acts used in conversation to probe for information or to request clarification. ""Is that price high or low?""
Directive is a directive act used when one person is expected to take an action. In this example ""I want to buy that""
Commissive acts as a way to express regret or apology. This act can be used after asking for forgiveness. 
  ""I'm so sorry I asked you to do that.""

"
1943,"cosmo mainly has a middle - class readership, but i think circulation will fall dramatically if the price goes up anymore.","

In this example, inform is the correct classification because it provides the reader with information, which is not a request for a response. The reader does receive the information in the form of facts, and it is presented in a non-committal manner. 
  
However, if this were a more directive or commissIVE text (e.g. asking the user to buy a car, make an appointment, etc.), then the classification would change to question (or directive/commissive if asking for an action).

"
1944,"i bet you'll still buy it, though. you wouldn't be able to live without your fashion magazine!","

overinform: This is a prediction of the next most likely dialogue tag given the current context. 
question: Is this a real request?  If not, then the response should be different. 
  directive: Someone can go to the location specified and help them. If this is not a genuine request, you should inform the person that they need to provide more information.  
 commissive : I will go and see if I can help.

"
1945,wei! this is a first - you didn't bargain!,"

In the example provided, there was a potential change to the timeframe, so the dialogue acts were classified inform rather than unless. 
  
Without revealing which dialogueact was classified out of the four possible choices, you can explain that the information provided was enough to change the response.

"
1946,bargain? i'd feel way too guilty.,"

This text is expressing a negative sentiment, suggesting that there is something wrong with the idea of bargaining. This is further supported by the use of the word 'guilt' in the last line of your predicted response. 
  'Guilt? I'dfeel waytoo guilty.' 
   Basedon the context, it is clear that 'bargin' is not the speakers idea, but rather the other person's. The use 'I'd' suggests the person is feeling guilty for thinking of barging.

"
1947,but you could have saved money.,"

Inform is the most general dialogueact, indicating that the speaker is providing background information or setting the context for their communication. 
Question is a more specific dialogueAct indicating a request for information. 
  Question can also be used as a negative sentiment indicator, as negative question words tend to be more negative-sounding than positive question word. For example, ask instead of the positive ask, and the question will sound more skeptical or negative.

"
1948,"from a sweet ma?! it's not worth it. plus, i'd happily pay more for these things i bought!","

""do think"", indicates that sender wants the answer to a hypothetical question. 
the question marks at end of the sentence, indicates the question is hypothetical. 
  

A:
According to the model, you are asking if you could make your self understood.  If you were to answer yes, it would be worth paying more.

"
1949,"f. y. i., there is a flea market nearby, but maybe you're done...","

overinform: This is an overuse of the inform dialogue action. The question is not seeking information, it is seeking an explanation. 
question: the question seeks information. 
  
  Directive: I am done, go to the fleamarket.  This is the command form of directive. It is used when the person asking the questions is also the one answering. In this case, you are the answer to this question. Directives are used to give orders, requests, or suggestions.

 commissives:  I am not sure if I'm done with this project, I may have left something undone. I could be done after I finish this task. Commands are often used in commissivo dialogue acts when giving orders or instructions to another person, especially when that person is in a subordinate position. They are not used as much when asking someone to do something. 

"
1950,ha! i'm just warming up! please take me there now!,"

This text is providing detailed information about the situation. It is not a request for a recommendation or a suggestion. 
It is also not making promises or statements of fact. 
  It seems more like a command.

"
1951,can you help me do an internet search?,"

the text contains a request for help in doing an Internet search, indicating that it is the asker who is directing the response;
based on context, it seems that this is a common request among the group of people sitting around the table, and the request is being fulfilled by the person who has the Internet connection at the moment.

"
1952,sure. what do you want to find?,"

Question: the question mark indicates the dialogue acts are not clear. The speaker wants to know what the answer should be. 
Information: providing an accurate answer would be information. 
  
  Directive: giving orders or instructions.  The speaker might be asking the driver to take a specific route or to stop at a particular place.   
Commissive : making promises or giving advice. It is possible that this is what is being asked for, but it is not entirely clear from the context.

"
1953,i want to find information on the american civil war.,"

In the given context, it is not clear whether the author is asking a question or sharing information. If the latter, then the question mark at the end of the sentence indicates the start of a new sentence, in which case the information provided in the previous sentence is being repeated. Alternatively, if the writer is simply sharing a piece of information, without asking for confirmation or clarification, than the word ""yes"" at end indicates a confirmation of that information (which is also consistent with a request for clarification). 
  
If the former, this is an example of what is known as ""as-if"" language, where the meaning of an utterance is assumed to be the same as the intended meaning, but the actual meaning is different. This is a common technique used by speakers to make their meaning clearer, especially when the context is unclear. For example, ""I'm going to the store. I'll be back in an hour."" is often interpreted as meaning ""Don't leave the house. Be back within anhour."".

"
1954,"well, can you be more specific? there are a lot of websites about that.","

Directive is the most likely dialogueact for this context. The speaker wants the other person to do something, so they are making an order or request. 
  
Overinform: the directive act would be classified here if the person giving the information also provided more information, for example, ""it sounds good, let me show you some examples of the options we have.""
Question: this would apply if someone asked a direct question like ""how do you know what to order?""
  Directly order someone to something: ""let's order the fish and chips!"" is a command, not a request for information. 
Commit: if a person were to make a promise or a bet, this is not the right dialogue action.

"
1955,"yes, i want to know about the battle of gettysburg.","

In the example provided, it is clear that the requestor is asking someone else to do something for them. This is typically an act associated with a commissIVE dialogue tag. 
  
  The request appears as though it was made by the person asking for the item, but it could also be interpreted as a command from a superior to an inferior. In this case, a question would be more appropriate.

"
1956,"o. k. well, go to google. com, and type in “ battle of gettysburg. ”","

Directive is a sub-class of question and inform. The sentence “go to Google.com and search for ‘Battle of Gettysburg’” is an example of directive. A directive sentence is one that conveys a command or order. 
  
Question is another sub class ofinform. “Are you free tomorrow at 10am?” is considered a  question.  A question sentence asks a yes or no question to a statement. In this case, “are YOU free TOMORROW at10AM?”

Out of the four choices, this is the closest to what the question is.

"
1957,"oh wow, there are a lot of sites.","

Because the provided text does provide information, but does NOT ask any questions, command or promise.

"
1958,"here, try this one. it ’ s a good site about gettysburg.","

Directive acts are used to give orders or instructions to another person. The recipient of the message is told what to do or where to go. Directive is used in a command or request form. 
  
In this example, a hotel would use a directive act to tell the guest that they have a room available.

"
1959,thanks.,"

inform: the information is not very specific and could be answered with more information. 
question: is a simple request for an explanation. The question is also followed by a request of an additional explanation which makes this a complex question
directive: this is an instruction to do something. It is usually used in a negative context. For example, ""stop smoking"" or ""eat your vegetables"" are examples of directives. 
 commissives: these are used when you want to express your feelings towards something or someone. Commissives are also used to emphasize a point.

"
1960,"for detailed information, however, you should read a history book.","

Sure, John sandALS. is a confirmation of something John said. 
  It is not a request for information.

"
1961,"thanks. if i ’ m interested, i ’ ll go to the library.","

In this example, 'go to library' is a directive command. The taxi driver is telling the person who sent the message to go and visit the nearest library, which is likely a public library or a community center. 
  
Without revealing this dialogueact label, you can say that the taxi-drivers' strike is an ongoing event, and the driver in this case is conveying the information that it is currently ongoing.

"
1962,i just have to come up for air. i ’ ve been here for too long a time.,"

In this example, inform is the correct classification, as the dialogue acts inform and question are used interchangeably in English. Inform is used when the information being provided is not sensitive, and is being given to a person who is knowledgeable about the subject. Question is when someone is asking for information, whereas question is only used to ask a question when it is a direct question. Directive is reserved for when a speaker wants another person to take an actual action. Commissive can be used in either case, but is typically used for expressing agreement or consent.

"
1963,ok. you ’ d better come back in two hours.,"

Directive is a special type of question that is used to request action or a response from the person or entity to whom the question is addressed. In this case, ""you’ dbetter comeback intwo hours."" is the directive verb, and ""come back"" is its object. The directive is requesting the speaker to return the listener's call in a specified time.

"
1964,good afternoon. i'd like to speak with tom smith.,"

Directive is a directive act, meaning it is used to give orders. In this case, it's telling you to call Tom Smith. 
  
Inform is the most common dialogue acts, and it describes when someone is giving information to another person. The sentence provides the information that Tom needs spoken to, but does NOT tell Tom what to say. So, inform is most appropriate.

"
1965,i'm afraid he's away from his desk at the moment.,"

Out of the four possible dialogue acts, inform is the one that best describes the meaning of 'does sound good' in this context. The statement ""does sounds good,"" when taken alone, does not provide any information. However, when considered in context, it is clear that the statement was meant to provide information to the person who asked the question.

"
1966,do you know when he will be back?,"

Question is the most likely dialogueact in this example because of the use of do you Know when He will Be Back? The speaker wants to know if the addressee knows something. This is an interrogative sentence and therefore question.

"
1967,he's away on a business trip. he won't be back until some time next week.,"

In the example above, it is clear that 'he' is the subject of the sentence and is instructING someone else (the addressee) to perform an action. Therefore, 'him' has the directive dialogue tag. 
  
'He' could also be the object of a transitive verb, in which case the tag would be commissIVE. However, since it's clear in this example that it IS the addressees job to develop the film, then the 'He', is DIRECTING the action, and the dialogue acts is INSTRUCTIVE (instead of commissitive).

"
1968,is there some way i can get into contact with him?,"

Question: What is the energy source used by the company? 
Overinform: We don’t use fossil fuel. Most of the power in our company comes form hydro-electrical plants
  We hope to incorporate more alternative energy in future, perhaps wind
power. 
  Question : What energy do you use now? 
   Answer: we use hydroelectric power. We hope in near future to include windpower

A:
According to the dialogue acts defined by Microsoft, your text is asking a Question.

"
1969,the best way to reach him is by cell phone. i'll give you his number.,"

Directive dialogue acts are used to express a request or order to another person or a group of people. In this example, it is likely that a person is asking or ordering the gas station owner to increase the supply of gas at the pump. 
  
Informative dialogue Acts are often used when someone is giving information to someone else. The information is not necessarily requested, but is still provided to the other person. For example the person giving the information might be a salesman or an employee at a gas pump giving helpful information about the prices of different gas types.

"
1970,"thanks. and could i have his e - mail, just in case i can't get him by phone?","

Directive dialogue acts are used when the main purpose of the communication is to give orders or make a request. In this case, it is likely that you will be able to reach the person by email. If you are unable to do so, please include his/her name in the message. 
  
Out of directivity, questions are often used to seek information from others. However, in this particular case the question is not seeking information, but rather requesting a decision from another person, which is a directive act.

"
1971,"sure. his cell phone is 09112223 33. and his e - mail is lower case t, smith - - that's one word, at, c, c, w, dot, com, dot, t, w.","

This text indicates the person directing the phone call is asking for the caller to dial a specific phone number. The phone numbers are separated by a comma, and the last number is a word. Based on this, it is likely the number represents a person, rather than a place or thing. 
  
If the call was made to a government agency, then it's likely that person is requesting the agency to take some action. If the action is for something to happen, such as lowering the gas price, than the agent would be instructed to act on behalf of someone else. In this case, that someone is the consumer, who is paying for gas.

"
1972,thank you so much. does he read his e - mails daily?,"

Because the question mark at the end of the sentence indicates that there is a missing information, which is the confirmation that he reads his emails daily.

"
1973,yes. he usually replies immediately.,"

Inform (or Inform) is a dialogueact in which the information provided by the dialogue partner is either accepted or rejected. It is used to convey facts, opinions, and requests for information. 
  
Out of Informat, Question, Directive, Commisive (ODDC) are the possible dialogue acts for this example text. 
ODC is the most common dialogueAct in English. In this case, ODC Out of O, Q, D, C is most likely.

"
1974,great. thanks again. you've been very helpful.,"

In this example, inform is the most likely dialogueact, as the message is suggesting a course or action for further discussion. However, it is possible that question or directive might also be appropriate depending on how the response is worded.

"
1975,my pleasure. i hope you get a hold of him.,"

Directives are used when the speaker is trying to get the listener to take some action. In this case, it is likely that the sender is attempting to reach out to the recipient to try to convince him to meet up with thesender. 
Inform is used to provide information without any action being requested. 
  
Question is a way to ask a direct question. The question mark is an indicator that something is being asked.  In this example, ""do you know who i'm talking to?"" is asking if the other person knows who the current speaker (i am) is.

"
1976,"what seems to be the trouble, mr. brown?","

Question is a special type of informational request that seeks information. It is used to clarify or amplify what has already been said. 
  
  In this example, it seems that Mr. Brown has committed a traffic violation, so the question is likely an attempt to determine whether Mr Brown knows about the traffic offense.

"
1977,"i'm in pretty bad shape, dr. ford.","

This text is not self explanatory. It does not provide enough context to determine the type of directive act that was predicted. 
  
  The text does suggest that a desire to improve one's eating habit is being expressed. However, it is also possible that this is a request for medical advice. The lack of context makes it difficult to know which is the case.

"
1978,"oh, in what way?","

Inform: This is a good start for a response. The person asking the question is starting with ""yes"" and indicating that they are aware of other kinds of tea besides green and black. 
  
Question: the next part of the response is the ""how"" - asking about additional types - which is another indication that this is likely a ""question"" rather than an ""informative"" response
  Question is used in a conversation to ask questions of someone who is giving information, or to clarify what someone is saying.

"
1979,"no appetite, always on edge, and i can't sleep well.","

inform is the most common dialogueact in this example. The speaker wants to know something, so they are using inform. 
question is also common, but it is used in a different context. Here, it describes a situation where the information being asked for is a yes/no question. 
 question is not used here. directive is rare, however, this is another example of the same speaker asking for a phone no. commissives are also rare in English, although they can be used to express a promise. In this case, they could be seen as a way to describe the phone as ""confidential"".

A:
According to the book ""Dialogue for English Language Learners"" by John H. Harrington, there are 4 most frequent dialogue acts in the following order: question-directive-inform-question.  
In your example, inform is most likely the right choice.

"
1980,did you lose any weight?,"

Inform: This is not a request for information, but rather a statement of fact. 
Question: It could be a follow-up to a previous question. 
  Question could also be used to seek clarification.  
Directive: I do not need any help, please leave me alone. This could indicate a need to calm down the other person. However, it could just as easily be interpreted as a command. Commands should be followed by a subjunctive form of the verb. Commissive could apply here, if it is a complaint.

"
1981,"yes, i have lost quite a few pounds since last month.","

Overinform: the greeting ""goodmorning"" gave the impression that this was a standard greeting, rather than an attempt to better understand what the recipient was feeling at that moment. 
Question: although the question was asked in the context of gaining information, it was worded in a way that suggested the asker was already aware of what was causing the feelings of which the inquirer was unaware. 
  

A:
According to the Greeting Card Association, ""Good morning"" is a greetings card greeting.  It is not a statement of fact. It is meant to be interpreted.   
""What's wrong with me?"" is more of a complaint. A question that is asked with the intent of getting an answer.

"
1982,when was the last time you had a check - up?,"

This text indicates the asker is looking for an update on whether the answer to the question was provided previously. The askers last interaction with the system was a reply to a previous question from the same system, so the current question is a follow-up. 
  
When was was this last update? 
It was more than 6 months ago.

"
1983,about two month ago.,"

Overinform indicates the sender is trying to provide too much information, or is being too informative. In this case, it is possible that this person was late because of a traffic jam, so the message ""i had"" a bad ""day"" is overinformative. 
Question indicates there is some ambiguity in the meaning of what is said. For example, ""why are you late?"" could be interpreted as either a question or a statement. 
  If it was a simple statement, then the response would be unnecessary. However, if it were a questioning question then it would indicate that there may be more than one reason why this individual was delayed. If the individual is late for a meeting, this could also be a reason. Therefore, in order to clarify the situation, a follow-up question is needed. This is indicated by the question mark.  
Directive indicates a command or order. The person being tardy is telling the other person what to do, such as ""stop being so tardish"". 
 Commisive is used when there are two parties to a conversation, but neither is in a position to issue a directive. Instead, they are working together to reach a shared understanding. Here, both parties are late, indicating that they may not be aware of why they were late or how to fix it. As a result, there could potentially be some misunderstanding between the two individuals. To address this, an attempt is made to understand the issue and attempt to rectify it, indicated in these examples by commissives. ""I'm late too, I had car trouble."" or ""it's no one's fault, traffic was bad."" 
 In the example provided, neither party is issuing a direct order or command. Rather, each party in turn is attempting to explain their position and try to work out a solution together. Based on this example and the context of being two months late (which is also an explanation for the poor day), the classification of ""inform"" seems appropriate.

"
1984,let me take your blood pressure. you look anemic.,"

Directive is a special type of directive act that is used to request a service or action from the other person. In this case, it is requesting that you take my bloodpressure. 
In this example, I would not use the directive dialogueact because I am not asking you to do anything. I just want you  to take a look at my appearance and give me an explanation.

"
1985,"well, mr. brown, i'm happy to say it's nothing serious.","

Well, Mr. Brown, I'm glad to hear that it is nothing important. The dialogue acts in this example are overinform, underinform and inform because the conversation is about a general fact and not a specific question or directive.

"
1986,you're just a little run - down from overwork.,"

Overwork is not a reason to be run down. It is more likely that you are just getting enough sleep.

"
1987,what am i supposed to do?,"

Question: am I correct in understanding that we can travel fast during the start and the end? 
Answer: Yes, you are correct that during these parts we travel very fast.

"
1988,i think all you need is just a vacation.,"

In this example, Mike is not being questioned or given instructions. He is simply being informed. 
  
  The reason for this is because the message is about vacationing, and the person is merely sharing his thoughts about it.

"
1989,try to get outdoors more and be sure to get more rest.,"

Directive is the most likely dialogueact. The person asking the question is trying to help the potential traveler by giving them advice on how to be more prepared. 
  
Outdoors more: This is another example of the dialogue acts helping to classify the meaning of what is being said. Outdoors is an action, so the next action in the sequence is more. This indicates the speaker is suggesting that you get out and do something more active than sitting around. 
Get outdoors: Out is also a verb, and the action of getting is suggested by the preposition get. So the suggestion is to go out, do more than just sitting, go somewhere. Get morerest: Finally, rest is something that can help you be prepared for your travel plans.

"
1990,"thank you, doctor. i'll do as you say.","

 commissives are used to express a request or an order. For example, a boss might order an employee to do something, such as finish a project on time. 
Inform,question,directive,commissive are the possible dialogue acts for this passage.

"
1991,"good morning, angela, how have you been lately?","

Question is a more specific type of dialogue acts than the other options. The other types of dialogues are: inform(ative), directive(ive), commissIVE. Question is used to ask a follow-up question to a previous statement. For example:

Angela: how are you? 
Person A: I am fine, thank you.  Person B: Are you sure? You seem a little down. 
  Person A : No, I'm fine. I was just thinking about how much I miss living in Europe.   
 Person B  (after a moment): I can understand that. Europe is such a beautiful place. But I have to say, living here in the US has its benefits. Like, you get to see the leaves change colors in Autumn. 
      Person  A (after another moment's thought): That's true. And the people are so friendly. You can't beat it.

 

"
1992,"morning, michael. i ’ ve been very busy lately. one of our other vendors is going out of business and i ’ ve been searching for a suitable replacement.","

In this example, Michael is busy and is looking for another vendor to replace the one that is out-of-business. The information provided about his current activities is not enough to ask him a direct question. Therefore, inform is the correct dialogue action.

"
1993,"well, rest assured that you can count on us to be here for the long run, sitdown. coffee?","

""rest assured"" is a question in this context, so the dialogue acts directive and commissIVE are both possible. However, ""rest assure"" can also be a command, which is why the prediction is directive. 
Also, it is important to note that ""for the longer run"" could be interpreted as a promise, in which case the response would be commissitive.

"
1994,"no, thanks. i ’ ve been trying to cut down on the caffeine.","

Inform (Over question, directive, commissIVE) is a dialogue-act label that is used when the dialogue acts of a conversation do not match the conversation as a whole. Inform is generally used in situations where there is information being shared but the participants are not expecting a specific response.

"
1995,"haha, i could never do that. i ’ d be a zombie if i didn ’ t have my morning coffee fix. let ’ s get down to business then.","

 commissives are often used to request information or clarify something that has already been provided. In this case, “howmuchisit” is requesting information, so commissiving is the correct classification. 
  
Out of Inform: “How much are you asking?” is not a request for clarification, it is a statement.

"
1996,"yes. i ’ ve come to talk with you about ordering the eight megapixel cameras for our new methone. the demand for phone cameras is growing, and pear has been falling behind in the market.","

Inform is used when the message is not particularly important or interesting, but is necessary to provide the context for the question being asked. In this case, it’s not important to know the outcome of the driving exam, so inform is the right choice. 
  
Question is also used for non-urgent messages, although it may be more interesting to respond with a direct answer. The question in this example is a general one, not related to the exam. Therefore, a commissitive response is more appropriate.

"
1997,that ’ s great! i ’ m glad to hear that pear has finally jumped on the bandwagon. right now our contract is for the five megapixel cameras. is pear still interested in having those?,"

This text is clearly asking the second person about how the first person is doing. The phrase “and yourself?” is an indication of a conversation where the asker is looking for information. 
  
  The second part of the response also mentions that “Pear is finally jumping on board.” This is another indication the the dialogue acts of question and answer are occurring in this conversation.

"
1998,"no, we ’ re changing all the cameras to eight megapixels. we were hoping that by making your company our sole supplier for cameras we could negotiate a better deal.","

Inform is the most general dialogueact, and can indicate either a request for information or a statement of fact. The sentence “we were trying to convince the company to only buy cameras with a specific specification” could be interpreted as a factual statement, or as an example of informational request.

"
1999,surely. let ’ s get started by drafting a new contract.,"

This text uses ""let's"" to indicate that the speaker is seeking to start a discussion or negotiation, and is therefore not a direct request. 
  
  The use ""new contract"" indicates the topic is new to both parties, so it could be a request for information.

"
2000,can i get my dress today?,"

Directives are used when you are asking someone to perform a task for you. In this case, you're asking the person to bring your dress. The use of directives is often used to emphasize the importance of something being done for the speaker. 
  
Overinform is when someone asks too many questions. It's similar to a directive but it's used more when the asker is trying to give information to the listener. For example, ""can you please pass the salt?"". 
Question is used for when a listener is confused or doesn't know the answer. ""Do you think it will rain today?"" is a good example of a Question.  ""Do the stars align every day?"" would be an example where overinform would occur. Directives would likely be used in this example.   

Questions are also used as a starting point for further conversation. If the question is answered with a yes or no, then the conversation can continue from there. However, if the response is not clear or does not provide enough information, a follow up question can be asked to clarify. An example would include ""Where did you go today?"", ""What did the weather look like?"", or ""How was your day?"", which can all be followed up with another question to get a better understanding of the information provided.

"
2001,"you have ordered a red dress, is that right?","

Question is used in this context because it is unclear from the context what the order of the events was. 
  The speaker may have been asking the man for his opinion on what color dress to order, or she may be confused and need clarification.

"
